avgX,avgY,avgSDX,avgSDY,avgV,avgA,avgSDV,avgSDA,pen_down,pen_up,pen_ratio,sign_width,sign_height,width_height_ratio,total_sign_duration,range_pressure,ID,F
0.4857117627008566,0.6311824915318924,0.05934937856674166,0.0711751467026355,0.0427711038817328,0.004010535721614315,0.007706784729491586,3.752037458660154e-07,0.04228855721393035,0.9725363489499192,0.4164705882352941,0.22200883426157095,0.2611242851164737,0.270671469046852,0.03370917121934209,0.3733493397358944,36,0
0.5356015381120435,0.8237613727685161,0.01711402380950945,0.16020579454315834,0.12124990752193067,0.030244909342225887,0.02531378176021661,1.3939102611262948e-05,0.23631840796019896,0.9806138933764136,0.21568627450980396,0.14077203764163626,0.3075742781420003,0.1559119453444036,0.306288504010229,0.7899159663865546,38,1
0.5517711912755978,0.5791913397339735,0.7172388977692313,0.42338534219934826,0.2571400751882961,0.03676398581750152,0.06362200635149226,8.227905829523489e-06,0.2101990049751244,0.9757673667205171,0.33176470588235296,0.8188016132129825,0.6569953968475379,0.361425009047651,0.21748227362547948,0.7971188475390156,39,0
0.4620416914823242,0.4636702922184378,0.4366401317015984,0.0922973394038215,0.2318893610170805,0.10931847747293943,0.06746332084267351,9.999764570901237e-05,0.2885572139303483,0.9903069466882068,0.15764705882352942,0.5786441328980219,0.2948807365043939,0.5670187190684237,0.5716610484714635,0.6458583433373349,14,1
0.55912063218063,0.4667641677083883,0.5421315281409016,0.4166660263319884,0.23479546230713966,0.034876947496657304,0.0470508246587554,8.777813714052793e-06,0.06840796019900497,0.9838449111470112,0.12823529411764706,0.5956404839638948,0.5000697447342726,0.3480553996913299,0.13169824479832618,0.8667466986794717,23,0
0.4145338453388117,0.6553801027046062,0.2981765324046121,0.4317017015303853,0.1555393170485412,0.015919857084092638,0.013918509488891171,3.4811735153856354e-06,0.0609452736318408,0.9806138933764136,0.1419607843137255,0.5124831956980987,0.437996931231692,0.3440090230778747,0.12472393351156573,0.524609843937575,2,0
0.5780794715463903,0.4880715742886744,0.12803277712232827,0.2348571299279783,0.1662290455534504,0.03348891960146666,0.043179991186058815,7.72460848926022e-06,0.20398009950248755,0.9773828756058158,0.2643137254901961,0.3290762435183407,0.4278142000278979,0.227090260687284,0.3025688713239568,0.531812725090036,33,1
0.4124924365277908,0.5949367281847072,0.06525223747861839,0.2218841949617205,0.2433835901635625,0.0535460758549831,0.0759796400881772,3.759726055707502e-05,0.26865671641791045,0.9789983844911146,0.2596078431372549,0.4615901670827732,0.4000557957874181,0.3409851641145283,0.3399976752295711,0.7527010804321729,38,1
0.4125166008463325,0.8170512590251336,0.12261691330100627,0.2199497101914594,0.096002271635328,0.039294691686602365,0.030884569909007974,0.0005551721923440458,0.12313432835820895,0.9773828756058158,0.21333333333333332,0.3540426349145381,0.5106709443437021,0.1977482044136871,0.14913402301522724,0.6746698679471789,31,1
0.2584576570629036,0.4804363241657714,0.06164108692676356,0.18640454404256265,0.10589545942881584,0.08589428833057199,0.057369861672915835,0.00857274251764064,0.19651741293532335,0.974151857835218,0.4415686274509804,0.17073170731707318,0.3784349281629237,0.14100621484905046,0.19097989073578986,0.6818727490996399,18,1
0.5968777388165071,0.28742623985314364,0.08209779648637358,0.13467725235507133,0.09363097917295346,0.010964111572517359,0.008610935712184345,2.2901689962284993e-06,0.13681592039800994,0.9757673667205171,0.27006535947712423,0.23074707125024005,0.3605802761891477,0.1974400607523876,0.16180402185284204,0.1860744297719088,18,1
0.7148246781274633,0.5705562057000463,0.058417127959040215,0.15195804282982658,0.09093574833088572,0.0190121471060012,0.029210255311684582,1.2612443453304755e-05,0.11318407960199005,0.9789983844911146,0.1811764705882353,0.3115037449587094,0.4160970846701074,0.22218364744027494,0.14564686737184704,0.8415366146458584,31,0
0.337362068106246,0.15422440760909614,0.2308060763945861,0.08018919561813778,0.08922244301146412,0.019699024084955018,0.007826606224823486,5.557771765337326e-06,0.1281094527363184,0.9822294022617124,0.1569747899159664,0.3419435375456117,0.22876272841400475,0.4406953362331923,0.26083924212484016,0.7503001200480192,11,0
0.34010468512308545,0.4326306572084984,0.18921373378612366,0.10578997126079027,0.08439299620462072,0.091026895136364,0.07922042172932,0.0047467229128484575,0.1281094527363184,0.974151857835218,0.3552941176470588,0.368158248511619,0.3420281768726461,0.3225477503587457,0.1340230152272463,0.38535414165666265,7,1
0.4296938728177593,0.6003008140064788,0.038340911561309116,0.06697182132028849,0.025352797053646323,0.0029273225513349746,0.0059548476188874275,3.194172808588755e-07,0.033582089552238806,0.9725363489499192,0.3945098039215687,0.17005953524102171,0.2559631747803041,0.22291326764347136,0.025572474718121584,0.8367346938775511,36,0
0.4367486432271223,0.3409280523006992,0.4339497376013785,0.06078503824519909,0.09259275018264422,0.01803772230515593,0.007459924285295702,4.837433224023694e-06,0.10945273631840796,0.9822294022617124,0.15025210084033613,0.5281352026118686,0.1885897614730088,0.7539768713966054,0.2339881436708125,0.290516206482593,11,1
0.4702673579373166,0.7163958581586642,0.17658888797895533,0.20952722502844176,0.12058109177572203,0.04289638734266611,0.028375875734443345,0.000680944768751503,0.11940298507462685,0.9757673667205171,0.2554248366013072,0.3780487804878049,0.5473566745710698,0.19439276919559306,0.12112053934673953,0.8967587034813925,3,0
0.2967918905903528,0.5185880348244768,0.4031115877516088,0.3522204038851908,0.2099353187710164,0.12372794792705452,0.08335527060016938,0.012164782987326891,0.19154228855721392,0.9822294022617124,0.17983193277310924,0.554541962742462,0.4354861207978797,0.3744524997484997,0.2713007090549808,0.9579831932773109,26,1
