ID,avgX,avgY,avgSDX,avgSDY,avgV,avgA,avgSDV,avgSDA,pen_down,pen_up,pen_ratio,sign_width,sign_height,width_height_ratio,total_sign_duration,range_pressure,max_pressure,sample_points,sample_points_to_width,mean_pressure,pressure_variance,avg_x_velocity,avg_y_velocity,max_x_velocity,max_y_velocity,samples_positive_x_velocity,samples_positive_y_velocity,variance_x_velocity,variance_y_velocity,std_x_velocity,std_y_velocity,median_x_velocity,median_y_velocity,corr_x_y_velocity,mean_x_acceleration,mean_y_acceleration,corr_x_y_acceleration,variance_x_acceleration,variance_y_acceleration,std_x_acceleration,std_y_acceleration,x_local_minima,y_local_minima,F
1,5444.476190476191,4890.714285714285,2844593.6065714275,1093484.2040357147,30087.33078571429,1311362.4719285716,474588075.8222618,1590538926948.8862,78.0,6.0,13.0,5333.0,3641.0,1.4647074979401264,1212.0,786.0,837.0,84,0.015750984436527282,628.4642857142857,25542.724914965984,6.220885984457821,-4.50320862552491,51.4,100.6,52,33,194.82301709970656,696.854432026873,13.957901600874917,26.3980005308522,5.1,-1.7,0.3370055215383222,0.651409327139778,-0.48809123360560974,0.3675561432074761,1.8037192477539137,6.891049767953834,1.3430261530416725,2.6250809069348384,4,4,0
1,4680.8,5325.541176470589,2722303.195294117,996745.424764706,28010.484847058822,1068251.957682353,291842339.232153,900406330856.9688,79.0,6.0,13.166666666666666,5327.0,3434.0,1.5512521840419335,1192.0,732.0,802.0,85,0.015956448282335275,600.964705882353,16643.845813148793,6.858633156966489,-7.156135046611236,50.4,64.1,56,32,212.33473041965516,456.0211185990155,14.571709934652665,21.354650982842486,2.6500000000000004,-5.45,0.45939222707454386,0.7175472641365646,-0.7947160009473774,0.5288458716320846,1.9654520801420166,4.2860156976033625,1.4019458192605079,2.0702694746344887,5,6,0
1,4845.0888888888885,4865.122222222222,2373369.5698888893,1081331.1739222219,32769.60751111111,1302167.1283888894,337473199.58118886,1203559300454.258,84.0,6.0,14.0,5238.0,3700.0,1.4156756756756756,1262.0,780.0,809.0,90,0.01718213058419244,587.3333333333334,22772.333333333325,7.909256285087114,-6.9231281877586675,55.4,49.7,60,37,261.2475146709702,524.3724858512,16.163152992871478,22.899180899132617,4.6,-3.8,0.48964823771451643,0.8384601587264733,-0.7631800603816583,0.5623890780886478,2.43136057808667,5.003874284040406,1.5592820713670346,2.236934125994864,5,7,0
1,5785.963414634146,4738.292682926829,2844039.596243903,1063888.4508780485,30366.53517073171,1231116.4430975611,337010586.4915977,793788783164.5874,76.0,6.0,12.666666666666666,5301.0,3577.0,1.4819681297176406,1202.0,812.0,837.0,82,0.015468779475570647,607.670731707317,25724.025728732904,7.353172252200788,-7.807298094426207,57.8,42.9,52,31,274.5605306582741,492.66892566146413,16.56986815452296,22.19614663993424,3.7,-3.9,0.4701500627963186,0.7785528814973518,-0.8565536391083028,0.5408812431055317,2.538564501241177,4.640880376450553,1.593287325387727,2.1542702654148465,4,7,0
1,4799.870967741936,5569.5161290322585,1750608.9841720436,987979.4437419352,31919.07172043011,2973347.1289999997,563574936.05257,137064654155796.36,85.0,8.0,10.625,4208.0,3615.0,1.1640387275242048,1352.0,831.0,832.0,93,0.022100760456273766,541.1397849462365,26968.184761244083,5.607480908114967,-5.236172978926603,49.5,71.2,43,46,236.26509845487132,579.9753618092875,15.37091729386608,24.08267762955954,0.0,0.55,0.4697797338484859,0.49922950597903376,-1.4647877305002002,0.7091095159257894,3.6113591161297367,92.89326365166481,1.9003576284820014,9.638115150363415,6,5,0
1,5528.378048780488,4655.426829268293,2235981.4546219506,892849.439756098,28414.768585365862,1357103.4887073168,379431026.80553657,1295930987316.4202,74.0,8.0,9.25,4774.0,3583.0,1.3324030142338823,1252.0,764.0,829.0,82,0.01717637201508169,530.439024390244,27333.514574657933,6.645705734594623,-4.681921936088602,55.5,65.0,44,37,255.57275019799542,444.83539751379465,15.986642868282114,21.091121295791616,3.7,-1.5,0.49588256247872187,0.6986651177728619,-0.5182422562954357,0.546073645023573,2.4000286627974963,4.2238902513697365,1.5492025893334598,2.0552105126652442,3,7,0
1,5805.604395604396,4268.9010989010985,2373501.9094615383,905303.8253846148,29033.702263736264,1382429.4726043958,389833099.36071426,1563418679248.6426,83.0,8.0,10.375,5066.0,3496.0,1.4490846681922196,1272.0,826.0,827.0,91,0.01796288985392815,562.8021978021978,24978.31252264219,5.904969819577663,-3.100039918324232,53.7,73.4,46,43,275.59467605786557,450.32130853386275,16.601044426718023,21.220775398977832,0.8,0.0,0.4743768990113324,0.625774662601456,-0.34714163484348787,0.512813757213218,2.573623251986447,4.347072297760184,1.6042516174174322,2.084963380436257,5,5,0
1,6430.325581395349,4448.616279069767,2470622.707965116,610370.3062790699,25675.959790697678,1403202.6970116275,307815246.48634887,1451678158372.0964,78.0,8.0,9.75,4778.0,2757.0,1.7330431628581793,1402.0,763.0,839.0,86,0.01799916282963583,567.3023255813954,30189.699296917257,5.6968410660645175,-4.362958662238412,45.3,34.6,41,43,187.01667060660662,259.2785493135304,13.675403855338482,16.102128719940428,0.0,0.6,0.5232861178785992,0.600754916145033,-0.46934859199726037,0.568517526134363,1.7577061711156121,2.4754658774460565,1.3257851149849331,1.5733613308601608,4,7,0
1,5722.8494623655915,4888.397849462365,3710972.94507527,1216212.4546021507,35235.84724731182,2005230.9600215058,569243166.6782258,3145667728162.2896,85.0,8.0,10.625,5904.0,3956.0,1.4924165824064712,1532.0,652.0,827.0,93,0.015752032520325202,587.5913978494624,19890.39218406752,7.002078431833866,-5.09916203965117,59.3,62.0,44,45,290.1996571632201,414.68971713476566,17.035247493453685,20.363931770038064,0.0,0.0,0.3772918976058733,0.7527842204876205,-0.5457205064951247,0.4257490398676409,2.7003469511874396,3.8933919055185133,1.6432732430084291,1.9731679871512495,8,7,0
1,6089.619047619048,4825.690476190476,3384231.416535715,970729.421392857,33605.77055952381,2412164.908464286,543416022.2796904,19540867409251.445,76.0,8.0,9.5,5969.0,3724.0,1.6028464017185822,1392.0,673.0,834.0,84,0.014072708996481822,617.2619047619048,26268.85997732426,7.0414811958032715,-5.024347612999402,56.6,83.2,44,42,296.9144171580126,501.9490340176197,17.231204750626482,22.40421911198022,1.3,0.2,0.4104916659802865,0.33794456456987915,-0.6687719450999087,0.5779609791074324,20.461462653855655,6.127078148990808,4.523434829181874,2.4752935480445157,3,4,0
