avgX,avgY,avgSDX,avgSDY,avgV,avgA,avgSDV,avgSDA,pen_down,pen_up,pen_ratio,sign_width,sign_height,width_height_ratio,total_sign_duration,range_pressure,max_pressure,sample_points,sample_points_to_width,mean_pressure,pressure_variance,avg_x_velocity,avg_y_velocity,max_x_velocity,max_y_velocity,samples_positive_x_velocity,samples_positive_y_velocity,variance_x_velocity,variance_y_velocity,std_x_velocity,std_y_velocity,median_x_velocity,median_y_velocity,corr_x_y_velocity,mean_x_acceleration,mean_y_acceleration,corr_x_y_acceleration,variance_x_acceleration,variance_y_acceleration,std_x_acceleration,std_y_acceleration,x_local_minima,y_local_minima,ID,F
0.37860876400126514,0.5842002702604662,0.23375963359598828,0.3731984471060051,0.15904421912184508,0.01819863020149892,0.034030628772419684,3.7327241024737335e-06,0.004975124378109453,0.9806138933764136,0.11843137254901961,0.37372767428461684,0.4172130004184684,0.2649572731411967,0.04905265605021504,0.7154861944777912,0.7764423076923077,0.00631911532385466,0.011984528589860087,0.6164507388313348,0.18106128674769098,0.768282862912006,0.45728149808941043,0.18558409279204638,0.3368164402647161,0.06031746031746032,0.022435897435897436,0.31562445809574124,0.723250099215101,0.5264372727620378,0.8392528809109144,0.9420289855072463,0.5691056910569106,0.5920658533602006,0.6207903774139188,0.5938301445649554,0.6831466417102143,0.0035319442054002567,0.008659149514382196,0.05142811764465762,0.08576424989045782,0.18181818181818182,0.21052631578947367,0,0
0.26519530889325055,0.6549159302102032,0.22303548664743075,0.3395129033033512,0.14413374119634473,0.014070749707307428,0.020147027201178343,2.0683524339312976e-06,0.006218905472636816,0.9806138933764136,0.11895424836601307,0.37315152679085845,0.38833868042962755,0.28609372087754814,0.046727885621294894,0.6506602641056423,0.734375,0.007898894154818325,0.013331224104903614,0.5834899197864287,0.11594562737672265,0.8327161146077199,0.21813804812957108,0.18144159072079535,0.20968303726924414,0.07301587301587302,0.019230769230769232,0.34462781678058196,0.47132132453372433,0.553602051773308,0.6633457302068988,0.5869565217391305,0.2642276422764227,0.6802106686404752,0.6416394997401329,0.5180081689919372,0.7641908635511656,0.003856190382506738,0.005359151287296284,0.054090581023647076,0.06585127050409899,0.22727272727272727,0.3157894736842105,0,0
0.2895938311427491,0.5800382469408664,0.19243606813985,0.36896662372237354,0.17830131814865327,0.018042498413647072,0.023613705528454064,2.799457176251038e-06,0.012437810945273632,0.9806138933764136,0.12156862745098039,0.3646053389667755,0.4254428790626308,0.2529824356856479,0.0548645821225154,0.7082833133253301,0.7427884615384616,0.01579778830963665,0.021364855775177084,0.567151444556338,0.16078953426181297,0.9388632954493799,0.23914204720297594,0.20215410107705054,0.15952629745733193,0.08571428571428572,0.035256410256410256,0.42563845234752373,0.54282171604745,0.6240331564138445,0.7172174387143783,0.8695652173913043,0.3983739837398374,0.7020015196752641,0.6797557132870433,0.5258063561246191,0.781045520644802,0.004790255823081369,0.006268518304604405,0.06120029559441909,0.07183310428357527,0.22727272727272727,0.3684210526315789,0,0
0.42932298876038605,0.5594120281787397,0.23371105016167534,0.3628928690650398,0.16104873507655298,0.016836097535337165,0.023578559779298066,1.8112261559471214e-06,0.0024875621890547263,0.9806138933764136,0.11738562091503267,0.3706548876512387,0.4082856744315804,0.26917276525162703,0.04789027083575497,0.7466986794717887,0.7764423076923077,0.00315955766192733,0.010134839883076665,0.5915277190938362,0.1823879169780663,0.8826806826531695,0.15944008481513022,0.212096106048053,0.13584117032392892,0.06031746031746032,0.016025641025641024,0.44768781843764466,0.5096575372303447,0.6420327938882943,0.6926962842305098,0.7391304347826086,0.39024390243902435,0.6879586298128652,0.660870725216716,0.5027169975357685,0.7702383491856164,0.005005181028683733,0.0058086858344178075,0.06273692587991761,0.06886617956664616,0.18181818181818182,0.3684210526315789,0,0
0.28287852335388114,0.6945934436031675,0.137823642151253,0.33646048895678865,0.17219499369975974,0.04641819967936404,0.04079115919882532,0.0003304515031959278,0.013681592039800995,0.9838449111470113,0.11098039215686274,0.2657000192049165,0.4135862742362952,0.1915261933360962,0.06532604905265604,0.7695078031212484,0.7704326923076923,0.020537124802527645,0.05360360202682237,0.5117841553564797,0.19149178667192113,0.7063089563559707,0.3912096979909032,0.17771333885666943,0.23441309648206196,0.031746031746031744,0.0641025641025641,0.38426191967529844,0.6009862789540583,0.5889718734301678,0.7584966591481627,0.20289855072463767,0.7520325203252033,0.6876919131253244,0.5728176729263889,0.3523132619862843,0.8547690232436234,0.007155947496826181,0.11760480844909513,0.07661282656352227,0.3374721243050236,0.2727272727272727,0.2631578947368421,0,0
0.3910690184375596,0.5459355996198494,0.18038794170279895,0.3033351390158483,0.14703625006494597,0.01897528707103374,0.026801335329549824,3.022227147499258e-06,0.0,0.9838449111470113,0.10666666666666667,0.32004993278279237,0.40912261124285115,0.23264510088544,0.05370219690805533,0.6890756302521008,0.7668269230769231,0.00315955766192733,0.021327111717754144,0.4989582927620492,0.19416501005389264,0.8112035046111313,0.44117169673862705,0.20256835128417564,0.21281783350748867,0.03492063492063492,0.035256410256410256,0.4162397586586437,0.45962026471430917,0.6162215020848599,0.6541540697967385,0.7391304347826086,0.5853658536585366,0.7064915776626123,0.6356871492859988,0.5863744190353168,0.7728474066689628,0.004727440786678866,0.005280452177460725,0.06074482370335472,0.06531078272425958,0.13636363636363635,0.3684210526315789,0,0
0.43223986837680806,0.4830751310252584,0.19244767353891096,0.3076718978191535,0.1514798136326245,0.01940530810590795,0.02759160400320516,3.6673190307936722e-06,0.011194029850746268,0.9838449111470113,0.11019607843137255,0.348089110812368,0.3969870274794253,0.26114177458970733,0.05602696733697547,0.7635054021608644,0.7644230769230769,0.017377567140600316,0.026482276812181918,0.5377485837072093,0.1769313188424292,0.7363650330196415,0.583767706997629,0.19511184755592378,0.24207593173110412,0.04126984126984127,0.05448717948717949,0.44940059715944247,0.46535891781684535,0.6434125349213979,0.6586762794218026,0.31884057971014496,0.7073170731707317,0.6910028632184461,0.6127093836451398,0.6286840708378334,0.7561351104028832,0.005075467721468562,0.005436496407102067,0.06323238058764141,0.0663786558936223,0.22727272727272727,0.2631578947368421,0,0
0.5250171331957469,0.5123021127018259,0.20096459407286665,0.20497269020492162,0.12737328551134808,0.0197580258322389,0.02136052462327716,3.3978378351100415e-06,0.004975124378109453,0.9838449111470113,0.10823529411764705,0.32043403111196467,0.293904310224578,0.3304917734416271,0.07113797512495641,0.687875150060024,0.7788461538461539,0.009478672985781991,0.02672002498393797,0.5431424078425455,0.21506453563989858,0.7153372449896672,0.4699240877257035,0.16031483015741504,0.10693138279345175,0.025396825396825397,0.05448717948717949,0.3026953823839085,0.2655146041000684,0.5139350169170432,0.480142837668717,0.20289855072463767,0.7560975609756098,0.726228045918391,0.6048222347843254,0.5984648129465155,0.7841249188669266,0.0034396959959515096,0.003065587734875646,0.05064902917746672,0.048016523330873195,0.18181818181818182,0.3684210526315789,0,0
0.41994994363790344,0.5838235494969432,0.30973598564406696,0.4159338205667048,0.19600740431574698,0.02998012886030287,0.04122178733324261,7.48318065579558e-06,0.013681592039800995,0.9838449111470113,0.11098039215686274,0.42855771077395816,0.46115218301018274,0.2717245472746552,0.08624898291293735,0.5546218487394958,0.7644230769230769,0.020537124802527645,0.011991398167057467,0.5674607590211417,0.13970154148703212,0.8472087629462981,0.40356031142674376,0.21830985915492956,0.20236851271334028,0.03492063492063492,0.060897435897435896,0.4735897497480346,0.42808573898060015,0.6626286805890467,0.6287904029956555,0.20289855072463767,0.7073170731707317,0.6210807301086805,0.6527474908073825,0.579579614970752,0.7123871771898089,0.005329526680357704,0.004861784349743166,0.06499569079952876,0.06236615861550371,0.36363636363636365,0.3684210526315789,0,0
0.47441884866712836,0.5736254836024367,0.28108268298807515,0.33045383487436764,0.1843044551379805,0.036889639596231094,0.03925964151664034,4.702298214296715e-05,0.0024875621890547263,0.9838449111470113,0.10745098039215686,0.4347993086230075,0.42879062630771375,0.29869436147768375,0.06997558991049634,0.5798319327731093,0.7728365384615384,0.00631911532385466,0.0009844132205165774,0.6030236372646858,0.18637462597129978,0.8511897264343221,0.41030432812998313,0.2071251035625518,0.27621037965865547,0.03492063492063492,0.05128205128205128,0.4847109112845093,0.519365190601883,0.671300989669622,0.6999536506591353,0.391304347826087,0.7235772357723577,0.644991721403764,0.5219746979938762,0.5491515342485013,0.7888700275925066,0.04093747209688576,0.007691367550677297,0.19514450597234032,0.08038816638483638,0.13636363636363635,0.21052631578947367,0,0
